data:text/csv;charset=utf-8,'rat';'chat';r_associated;70
'rat';'rate';r_associated;29
'rat';'serré';r_associated;42
'rat';'omnivore';r_associated;51
'rat';'chien';r_associated;23
'rat';'biquet';r_associated;27
'rat';'agent';r_associated;30
'rat';'chienne';r_associated;28
'rat';'raton';r_associated;71
'rat';'psychologie';r_associated;25
'rat';'patte';r_associated;23
'rat';'danseuse';r_associated;54
'rat';'radin';r_associated;103
'rat';'tapette';r_associated;51
'rat';'villes';r_associated;32
'rat';15746;r_associated;60
'rat';'cuisine';r_associated;25
'rat';'bouche';r_associated;21
'rat';'cage';r_associated;31
'rat';'animal';r_associated;133
'rat';'mesquin';r_associated;23
'rat';'élever';r_associated;10
'rat';'ressort';r_associated;30
'rat';24956;r_associated;31
'rat';'racle-denier';r_associated;34
'rat';'dégât';r_associated;30
'rat';27154;r_associated;51
'rat';'névraxe';r_associated;28
'rat';'mammifères';r_associated;30
'rat';'biologie';r_associated;29
'rat';'faune';r_associated;11
'rat';'liardeur';r_associated;28
'rat';'mulot';r_associated;81
'rat';'malfaçon';r_associated;45
'rat';'organe';r_associated;23
'rat';'xérus';r_associated;27
'rat';'rein';r_associated;21
'rat';'vibrisse';r_associated;23
'rat';45768;r_associated;58
'rat';'Molière';r_associated;31
'rat';'champs';r_associated;71
'rat';'pingre';r_associated;59
'rat';'gris';r_associated;17
'rat';'défaut';r_associated;45
'rat';'Souris';r_associated;27
'rat';'langue';r_associated;29
'rat';'ondatra';r_associated;30
'rat';'eucaryote';r_associated;66
'rat';'métazoaire';r_associated;69
'rat';'oreille';r_associated;21
'rat';'harpagon';r_associated;28
'rat';'musaraigne';r_associated;34
'rat';'femme';r_associated;25
'rat';'mammifère';r_associated;38
'rat';'noir';r_associated;27
'rat';65081;r_associated;34
'rat';'lésineur';r_associated;22
'rat';'peste';r_associated;81
'rat';'individu';r_associated;31
'rat';'élève';r_associated;11
'rat';'hamster';r_associated;29
'rat';'grigou';r_associated;28
'rat';'rongeur';r_associated;246
'rat';'animaux';r_associated;35
'rat';71624;r_associated;51
'rat';'museau';r_associated;28
'rat';'ratatouille';r_associated;80
'rat';'grippe-sou';r_associated;36
'rat';'étroitesse';r_associated;35
'rat';'os';r_associated;28
'rat';'incisive';r_associated;23
'rat';'rapiat';r_associated;52
'rat';'oreilles';r_associated;26
'rat';'racaille';r_associated;76
'rat';'raticide';r_associated;28
'rat';'avarice';r_associated;57
'rat';'main';r_associated;26
'rat';'chiche';r_associated;21
'rat';'nuisible';r_associated;33
'rat';'serrurerie';r_associated;104
'rat';'laboratoire';r_associated;65
'rat';'vertébré';r_associated;55
'rat';'cupide';r_associated;34
'rat';'coelomate';r_associated;10
'rat';'rat-taupe';r_associated;19
'rat';'gros';r_associated;25
'rat';'nutrition';r_associated;26
